1,1924.152,4668.647,99554.597,82097.097,159427.368,8885.217,119274.393,99343.34,83235.212
2,2767.622,5123.896,140678.933,108253.051,383020.325,9028.417,148070.186,101009.021,100691.964
3,3006.054,5123.896,138994.964,107764.981,478959.559,9065.397,148014.049,101045.579,97456.693
4,7847.9,5025.784,137537.417,109572.789,474293.384,8902.77,147969.34,101160.78,97807.394
5,9192.234,4906.798,137454.759,106054.424,477635.908,8956.441,147806.88,102406.736,95378.934
6,6731.615,5107.068,141676.572,106887.055,475508.446,8809.991,147948.995,102457.457,94660.262
7,6636.57,5210.583,139165.036,109975.821,473705.783,8871.305,147930.91,101653.329,96895.305
8,5887.648,5178.938,140608.53,106374.083,471969.595,9043.033,147827.922,100975.78,93239.301
9,4374.736,5322.502,143096.957,103919.895,477775.57,9073.631,147837.409,102280.187,97733.28
10,5695.686,5440.137,140029.304,105701.527,474508.731,9029.314,147869.739,101163.808,98443.189
11,4350.909,5261.091,140671.203,106674.369,472827.207,8912.473,147953.261,101720.58,98124.754
12,5099.461,5530.649,138815.517,108325.987,478076.72,8903.981,147929.671,101556.77,98977.785
13,4879.178,5602.543,140037.521,107827.33,484083.801,8969.618,147908.219,100945.379,101602.39
14,5104.795,5597.090,138558.089,108935.958,475583.533,9034.208,147957.47,101322.98,92906.313
15,4331.004,5616.487,139756.674,95835.346,475742.867,8841.623,147824.069,101261.67,93453.886
16,5267.209,5264.528,141885.031,107552.841,480959.127,8874.549,147922.997,102077.78,94569.85
17,6381.204,5429.232,143927.55,110117.879,471671.918,8882.355,147905.404,102506.138,93684.347
18,7004.488,5332.687,140907.658,107064.714,475831.491,8883.255,147801.403,102699.025,102666.587
19,6960.476,5596.257,138320.986,106512.218,481849.593,8926.679,147877.792,101507.403,91916.776
20,6306.304,5581.556,142082.015,105838.403,477780.106,9047.887,147927.288,100461.76,94775.945
